SubjID,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2
sub-16,2858,3699,3918,3878,3003,3566,3863,5132,3618,5960,2026,3872,3618,5653,7288,9214,2361,6266,1636,2625,2808,4047,5405,3996,4527,3407,4610,5422,1688,3038,8218,12145,8729,3616,5728,1748,2034,9447,4379,3906,8597,2854,6008,6259,7092,9755,3361,3225,2018,4521,5396,5718,7946,6154,3101,3907,3854,4830,6145,1991,2844,3451,1520,4015,1970,6225,5095,2827,3494,5039,3380,5515,4890,3967,3829,6513,2264,4802,8618,17483,3123,4018,7905,3085,4405,4767,1896,4436,3952,2626,9027,4978,5045,3376,3130,6709,8506,5080,2045,4634,
sub-18,2855,4450,3564,4049,2928,3435,3824,6398,3752,5923,2117,4132,3161,5479,8142,9155,2885,6846,1895,2898,3348,3578,6087,3175,3941,3251,5337,5836,2436,4220,8251,13170,6962,4163,6252,1618,1899,7803,3529,3212,9027,2816,6750,6383,6537,10643,2628,4204,1777,5402,4321,5845,8872,7409,4153,4216,4615,4091,5462,2252,2657,2677,1485,3694,2622,6917,5835,2741,2655,5785,3712,5323,4263,3407,2926,6075,2748,5969,8147,17076,3007,4175,8383,4052,6341,4646,1952,5223,3488,3464,7305,3793,3817,3619,4093,6392,9329,5255,2078,3979,
sub-19,2584,4045,3541,4963,3654,4858,4919,5476,3681,5288,2211,4365,4653,6726,7091,9700,2730,6650,2215,2202,3163,4095,5373,2541,4079,3553,3665,4803,1806,4191,8554,11833,6924,3803,5744,1794,1780,8545,3868,3713,9352,3361,7017,6497,5512,10471,2863,3474,2290,4783,5307,5939,9319,7361,5110,5150,3996,4995,5555,2003,2870,3501,1661,4498,2575,6630,5638,2868,2699,5145,3022,5303,4350,3197,3290,6641,2258,5994,9042,15272,2658,3430,6811,4872,4640,4363,2007,4194,2915,3377,7825,4555,5186,4528,4509,6851,8454,5028,2206,3550,
sub-20,3270,4367,4042,5088,3003,3547,4414,5601,3817,6466,2077,5074,4179,7334,7287,9817,3989,7008,2909,2416,3452,4653,6153,4381,4412,3286,5601,5954,2069,3768,9652,15184,6875,4751,8709,2020,2230,10092,4955,4349,9796,3288,8797,7995,7914,12149,3697,4222,2438,5360,5846,6281,9383,7261,4264,4855,4943,5216,6761,2223,4155,2981,1509,4714,2139,6081,6335,3564,2997,5297,3042,6537,4993,4787,4428,7614,2548,5787,9496,18346,3405,4071,9509,5948,5796,4666,2655,5993,3901,3305,10081,5260,5648,4287,4648,7595,9531,4491,2602,4812,
sub-21,3599,4275,3658,4947,2680,2648,4952,6118,3482,5424,2020,4234,4084,6134,7936,11368,2213,7071,1567,2983,2631,3482,4753,2740,4417,3287,5253,5838,2183,3830,9497,14486,7334,4351,8005,2295,1977,9220,3660,3469,10218,3152,7376,7486,7267,10669,2517,3384,2306,5246,5949,6258,10488,8280,3175,4135,4842,5161,5968,2231,3134,3113,1607,4599,2134,7420,7029,2833,2794,4439,3660,5774,4655,4017,3334,6977,2605,5845,8633,18232,2717,2560,8876,5144,5321,3944,1841,4855,4192,3670,8709,5367,5219,4004,4370,8065,9633,4635,2136,4417,
sub-22,2725,3836,3399,3899,3414,2851,3300,4670,3422,5393,2110,4123,4076,6490,8529,9433,2785,6179,2327,2494,3117,4403,5222,3536,3767,3674,4543,5255,2261,4230,8539,15105,8080,4975,7588,1803,1935,11064,3645,4123,9770,2760,7921,6834,7086,10206,3258,3364,2039,6060,5236,5894,8503,6028,3109,3358,3943,4517,6306,2367,3494,3895,1926,4442,2443,6928,5552,3557,3527,5337,3958,6537,4628,4012,4073,6110,2687,4805,9293,16971,3131,4313,8386,4287,5645,4745,2250,4728,4190,4426,9405,4656,5094,3964,3483,6784,9048,4653,2114,4233,
sub-23,3011,4057,3087,4294,2220,3097,4583,4811,3065,4885,1793,3532,3822,5848,7040,8607,1871,6074,1681,2459,2354,5080,3876,2358,3543,3345,3838,4547,1942,2923,8155,11102,5918,4613,7853,1612,1948,8252,3858,3230,7840,2566,8404,6271,6550,8795,2658,2731,1766,4749,4689,5517,6995,6164,3123,3284,3923,3476,4741,1884,2625,2874,1421,4202,1731,5952,6263,1942,2434,4853,3539,7035,3914,3193,2376,6247,2311,4206,7765,13551,2838,3717,7876,4534,3444,3910,1788,3616,3664,5086,7046,4393,4278,3274,4213,6882,7975,3568,1703,3880,
sub-25,3238,4518,4302,3873,3491,3427,3551,5722,3850,5272,1815,4355,3760,6094,7161,10604,2660,4972,1844,2100,2335,4364,4545,3383,4333,3085,3690,4512,1996,3058,7999,13781,7228,4138,7113,1915,1889,8657,3361,4158,9247,3217,6776,6293,6429,8374,2819,2922,2260,4763,5272,7038,9706,6663,3548,3964,3977,4882,6252,2171,2552,2981,1495,3676,1537,6085,5400,2604,2561,5266,2647,6103,4165,3475,3404,6426,2331,4673,8972,15947,3026,3813,8019,3494,4195,4961,1942,4160,3740,3524,8796,5264,5738,3934,3579,7087,6773,3788,1808,3432,
sub-26,3211,5351,3652,4157,2613,3087,3568,5674,3585,5869,2528,5477,4744,4688,7372,9554,3017,6999,1644,3405,2701,5113,4930,4680,4599,3424,3883,5577,2539,3636,11300,13067,8697,6270,6316,2082,2339,10852,5551,4192,11145,3517,8081,9526,7568,8309,2713,2408,2553,6776,7215,7691,9603,6210,3342,3784,3863,3747,6705,2432,3869,3252,1643,3361,2269,6149,5447,3147,5611,5419,4127,6113,4436,3911,3198,7216,3547,5779,10234,17731,4513,5198,8887,5484,4493,4350,2697,5809,4901,5260,9878,5308,6313,4525,4593,9243,7655,4165,2411,4907,
sub-27,3111,4027,2924,4997,2714,2513,4869,6571,3047,5830,2257,4414,4245,5961,7295,9831,3089,6322,2584,2518,3085,4781,5240,3992,4296,3491,3850,4922,2248,3492,8956,13919,8750,4680,6391,1835,1863,8389,3754,3060,8593,2704,6313,6720,6280,9242,3163,2743,2138,5118,5991,5155,9705,6363,2650,3152,4346,4514,6093,2359,3380,3045,1773,3459,2021,5740,5064,2423,3617,5347,2959,5688,3951,4513,4244,6867,2531,4646,9260,17182,4202,4407,7232,4808,4607,4754,1950,4640,3933,4362,8843,5011,5357,3674,3944,7471,7246,4048,2291,4138,
sub-28,2647,3948,2841,4476,2342,2615,4379,6805,2867,5746,1893,4326,4368,6957,7423,9407,2556,6541,1938,2294,2805,5442,5451,2822,4213,3130,3673,4276,2085,3179,8294,14142,7982,4381,5259,2053,2200,10811,4667,4329,11325,3157,6321,6900,6522,10068,2381,3002,1712,4261,5739,5181,9994,7397,2496,3147,3331,2896,5586,1987,2558,2886,1828,5077,2634,6879,5586,2721,3340,4814,4918,5667,5929,4020,3498,7074,2687,6186,7520,17802,4439,4596,7068,3467,3710,3100,2256,4570,3481,5558,8969,4680,5609,4004,3562,5923,7403,3562,1503,3621,
sub-32,2922,3667,2674,3966,2338,4686,3593,5099,3025,5810,2236,4106,4572,7139,7459,8524,2877,5466,1611,2546,2961,4842,5452,3876,4109,3587,4093,4763,1981,3418,8452,12483,7505,4051,5804,1693,1069,8359,4170,3932,9113,2348,6715,6323,5680,9518,3529,3499,2146,5142,4964,4379,7907,5961,3825,3844,4009,4198,6243,2226,2920,2641,1573,4102,1655,6361,5584,2216,2147,5471,3230,5218,5445,3902,3041,6569,2494,5002,8689,15665,2901,3750,7242,3913,5147,4595,1129,4126,3528,3911,8902,4202,5703,3238,3780,6615,8305,4107,2179,3435,
sub-33,3100,4481,3809,4759,3455,3297,3271,5197,3428,5081,2251,3552,3385,5931,8761,9264,2033,6314,2076,4036,4062,3757,4713,3616,4137,3263,4254,4713,2805,3581,8565,12880,7525,4305,7013,1895,1970,7863,3524,2833,9774,2762,8111,6942,6678,10595,2114,2289,2291,6271,5619,6732,7298,7246,3415,3769,3757,4139,5963,2769,3086,3023,1553,3949,2037,6797,3807,2197,4188,6539,3805,5290,4446,3588,4141,6568,2841,5289,8409,14899,3665,4594,7577,3701,5528,3981,1874,3749,5200,4429,8221,4902,5096,3201,3581,6826,10055,4921,2151,4431,
sub-35,3410,4148,3815,3958,2542,3154,3291,4496,3398,4485,1685,3640,3508,5190,7200,8661,2396,5697,2087,2242,2971,3727,4689,2939,3797,2782,3318,5222,1905,2887,7510,11866,6873,4558,4679,1754,2032,8133,3289,3010,8107,2686,6337,6049,6334,9429,2435,2840,1815,4565,4728,5864,8416,6095,3522,3730,3454,4263,5131,2058,2853,2532,1157,4040,2324,6206,4218,2843,2647,3784,3880,4470,3982,3448,3110,6246,2292,4585,6998,13490,3170,3019,6915,4183,3926,3665,1751,3871,3408,3781,7296,4097,4387,2966,4011,6463,8010,4628,1620,3025,
sub-36,2966,4866,3635,4935,2081,2537,3995,6967,3575,6004,1831,4286,3295,4877,7578,9555,2513,7402,2246,2890,3655,4071,4039,3299,4235,2887,4171,3812,2169,3077,8476,14232,7302,4461,6556,2078,1723,9849,4237,4095,11155,2443,7505,6354,6399,10543,2531,2838,2084,5814,5707,6618,9629,6867,2766,3491,4818,3931,6009,1948,3126,2873,1848,3892,2159,5155,6157,2838,4384,6447,4759,5057,4646,3683,3320,6664,1877,4728,8417,15392,4006,4810,8041,3960,3935,3313,2110,3493,4733,5180,7947,5085,5077,3587,4432,7271,7670,3973,1972,4735,
sub-37,2806,3830,3008,4592,2850,4151,5741,6091,3925,6157,2420,4192,3398,5780,8114,9418,2545,6744,2019,2353,2705,4861,5034,3037,4223,3484,4058,4964,2443,3865,10131,13914,7631,5033,7166,1973,1860,9288,3958,3143,9988,3107,8024,7950,7540,10177,2401,2769,2383,5322,4885,5617,8959,6477,3457,4231,3392,4775,6252,2944,3342,2849,1628,4408,1966,7387,5737,2821,4040,5124,4354,5981,4588,4562,3987,6111,2934,5642,8993,17559,3901,3911,8084,4151,4735,4121,2133,5123,4136,4611,8170,4533,3945,3627,3645,8102,8151,4299,2323,4376,
sub-38,2580,4243,3496,4411,2637,2934,3627,5196,2864,4743,1985,3567,3553,5488,7147,8733,2123,5571,1850,2127,2944,3589,3658,2905,3659,2578,4276,4339,2196,2623,7250,12170,6756,3347,5631,1418,1750,8109,3892,3714,7949,2197,6170,5910,5819,9264,2780,3374,1766,4930,4589,5378,8044,5968,2851,3665,3355,4230,5135,2014,2425,2676,1327,3803,2058,6585,4681,2383,3188,5027,4122,4604,4489,3226,2806,5356,2636,4691,7712,15430,2938,3626,7076,3646,4275,3538,1411,3845,3966,3484,7653,4145,4933,3073,3189,6004,7503,4420,1558,3095,
sub-39,3142,4581,3112,5172,2033,3226,4467,6707,3660,4771,2245,4028,3922,7095,9277,9243,2733,6422,2457,2811,3437,4301,5828,3951,4003,3266,5214,4727,2379,4431,8949,14968,7817,5400,6727,2215,1989,9199,4036,3217,9991,2504,7152,7328,6963,10706,3527,4031,2235,5880,5046,6209,8742,5976,3218,4082,3898,4103,6116,2520,3083,2944,1406,4864,2782,7883,5580,3279,2735,5746,4727,6103,4269,4091,4597,6852,3097,4979,9176,19448,3624,4017,7921,4655,6565,4991,1723,4625,4306,5333,9679,4861,5443,3846,4258,7040,9444,4560,2002,3713,
sub-40,3233,3701,3275,4230,2152,2921,4932,7381,3719,5812,2335,4743,4664,5651,7513,11579,2290,6618,1811,2554,2517,4771,5185,2475,4188,3317,4423,5926,2117,3296,8848,13878,8293,4495,5971,2014,1721,7734,4115,4175,11487,2806,6812,7236,7191,10006,3538,2941,2260,5904,5345,6235,9479,6437,3191,4175,4939,5135,6264,2308,3554,3063,1345,3829,2394,7670,5869,3749,3543,4814,3540,6049,4367,3833,3647,6505,2839,5614,8854,17695,2805,4280,7923,3709,5238,4901,1947,4723,4277,2977,9587,4345,4570,3933,3861,7085,9185,4496,2003,3857,
sub-41,2984,4154,3301,4067,3753,3828,3187,5043,3209,5463,2028,5030,4716,7217,8115,9992,4118,6506,2072,2047,2484,5824,5518,3913,4260,3205,3724,5720,1944,4107,8958,15397,9013,3571,6840,1674,1651,9089,4183,3401,8959,2968,7096,7242,6506,10333,3316,3365,1987,5308,5590,6731,7226,7140,4497,4496,4295,4144,5626,1751,2883,3451,1673,4531,2827,6335,6690,2633,2451,5931,3649,5717,3924,3312,2864,6455,2296,5464,9166,18523,3323,4334,8363,5391,6043,4387,2047,4904,3936,4722,8944,4300,5639,3884,4052,7636,8265,4996,2138,4306,
sub-42,2604,3542,3575,4724,3089,3583,3800,6217,3757,5594,2165,3692,3025,5938,7343,8239,2494,6206,2043,2331,2755,3478,3975,4410,3918,3580,4667,5154,2276,3376,8329,12821,9253,4908,6424,1497,1696,10466,4222,4217,11169,3295,7333,6894,8105,10765,2768,3068,2225,5430,4848,4903,8985,7178,4059,4263,4309,4216,6065,2309,3345,2640,1376,3255,1415,6727,4993,2355,1508,3266,3153,6208,3320,3019,2866,6970,2316,5797,8481,15949,2391,3080,10566,5363,7073,4393,1758,5085,3252,3025,10316,4716,6062,3831,4217,8532,12164,5212,2539,3481,
sub-43,3094,4373,3473,5437,2518,2526,4629,6647,3767,4596,2075,3732,4154,6986,6518,8242,2408,5352,1495,1853,1898,4803,5240,2858,3469,3202,5243,5319,1881,3205,8551,13704,6614,3649,7263,1783,1860,6478,3002,3564,9608,2388,6755,6458,7123,8523,3216,3167,2025,5241,5092,5149,9072,7057,3006,3277,5273,5355,5458,2222,3310,4307,1286,4039,2591,5606,5236,3156,2097,5624,3698,6611,3539,3299,2643,5844,2403,4684,8506,17580,2821,4656,8569,4242,6148,5637,1889,4649,4322,2347,8928,4073,4105,3518,3764,7336,8860,4482,2177,3752,
sub-44,2681,3298,3212,3609,2913,3045,3245,5936,2990,4904,1747,3724,3547,5654,7195,8956,2806,6850,1959,2414,3213,3872,4595,2952,3610,3410,3946,4685,1916,3533,7623,10999,6576,4871,5442,1514,1970,7999,3964,3560,11048,2774,6509,6358,5952,9699,3392,3835,1646,5243,4987,6587,6929,5651,3014,3686,3551,3624,5281,1803,2702,2645,1701,4197,2237,5674,4746,3382,2291,5528,3521,5490,4781,3567,2876,6116,2133,4951,8144,14307,3281,3894,6959,4176,4238,3974,1684,3951,3635,4790,6909,4504,4146,3370,3801,6311,7811,4278,1737,4116,
sub-45,3323,3873,3545,3932,2404,3249,3657,5009,3254,5043,2030,3847,3953,5821,8578,9256,3156,6463,2001,2404,3455,5060,5397,3717,4556,3722,3722,4867,2489,4038,8834,14979,8673,5540,6265,1876,1545,8855,4027,4119,10437,3165,8259,7610,6989,12170,3023,3069,2010,5469,5423,5360,8243,5882,2896,4086,4307,3946,5489,2289,2932,3746,1483,3977,2234,7330,5483,3231,3441,5387,3739,7134,5432,4138,3856,7389,2881,5933,8105,18186,3682,3987,6813,5144,5130,5586,2003,5026,4425,4004,9973,5073,5741,3558,4424,6793,9774,5837,2302,4530,
sub-46,2553,4605,3305,4198,2803,3679,4649,5353,4355,4339,2071,3672,4700,6248,7132,10000,2361,6280,1538,2005,2219,5470,5005,2759,3956,3401,3913,3961,1781,3544,8658,11466,8464,4249,6665,1483,1777,8880,2854,3922,9460,2894,7104,6597,5606,9159,3020,2789,1930,5394,5366,6640,7729,6347,3933,3781,4253,4207,5560,2053,3884,4048,1381,4469,2451,5609,5352,3613,2052,4497,2981,6612,3615,3620,3409,6188,2040,4546,8366,14643,2480,3530,6967,3549,4121,4428,1936,4024,3733,4168,8279,4559,4762,3723,3533,6752,8273,4116,1858,3938,
sub-47,3203,4460,3976,4393,3056,4229,5032,6743,4855,6139,2313,5254,4121,4948,7872,10813,1977,5026,1107,1582,1911,7167,5684,2437,3916,4036,5159,6279,2352,2863,8489,13804,8010,3633,8505,1762,1494,9738,4551,3292,9632,2452,7997,6825,6994,12284,5040,4905,1835,3913,5567,6782,9879,6781,4670,4419,4424,5480,6502,2069,3405,3013,1276,4285,2634,6346,6519,3452,3209,5652,3766,7771,3798,4471,4055,6260,2117,4615,8827,16094,3626,4544,8087,5668,4960,5723,2176,3872,3666,4448,10257,4867,5909,3702,4743,7261,9067,4520,2270,5278,
sub-48,3338,3594,3117,4582,2668,2777,3956,7093,3649,6808,2337,4415,4714,7150,8391,9123,2599,6314,1936,2387,2696,4406,5734,2873,4426,4037,4593,5951,2363,4283,8938,13631,9132,4228,6816,1495,1994,10399,5022,3765,10967,3056,7787,6788,6429,12243,2613,4501,1851,6265,5351,6038,8454,6441,3289,3825,4731,4418,6579,2649,3267,2868,1749,5064,2198,7043,6071,3028,3362,5592,4029,6587,4928,3003,3269,7051,2338,5457,8640,17574,3367,5316,8231,5980,6338,5753,2216,4549,4178,4410,9106,5746,6353,3763,5087,7633,10590,5803,1939,4653,
sub-49,3457,5184,4646,6352,4068,5426,4374,6704,3925,6561,2356,4312,3442,6281,8449,11240,3591,4968,1990,2160,1608,4135,5219,3166,4521,3789,4222,5478,2371,4002,8537,12058,6473,2882,5864,1791,2146,9909,4409,3739,8909,3182,7070,7111,5843,10651,2498,4186,2741,5781,6664,7613,9558,7171,5061,5585,6236,5347,5389,2316,3006,3033,1556,4823,2119,7145,5562,3198,2676,5146,2807,5681,5446,3169,3656,6811,2955,6000,8484,18243,2880,3372,6638,5121,4854,3782,2139,5054,3957,2647,8562,4415,5076,3350,4098,6794,7465,3488,2491,4313,
sub-50,3210,4051,3278,5203,2769,2754,4587,6791,3878,6840,2377,5085,4471,6744,10192,10090,3162,5830,2496,2482,3081,5968,6352,3568,4331,3471,4566,6008,2643,4799,9688,15006,8080,4345,6825,2208,2447,10743,4456,4984,10285,3570,7447,8466,7305,11067,3552,3860,2186,6028,5193,6453,8778,7708,3392,3484,4418,4992,6325,2426,3901,4148,2041,4784,2498,8520,6655,3093,4326,5105,4291,7834,4416,3783,3678,7202,3143,6142,10328,17479,3543,4598,8677,5375,6166,5375,2377,5311,4368,5437,10267,4942,5326,4630,4137,8407,10424,4922,2221,4264,
sub-51,2553,3950,3221,4791,3213,3604,3491,4714,3310,5692,2316,4290,3996,6286,8099,7372,3128,6655,1786,2541,3251,4093,6278,3333,4123,3080,4737,4670,2149,3056,8648,13689,6566,4738,5356,1863,2091,8531,4960,4522,11740,2636,6354,6330,5684,9292,3312,4348,1904,5658,4943,4887,9120,6534,3244,4090,4133,3992,5845,2218,2768,2900,1475,3810,2023,6543,6460,2881,4214,5866,3811,5490,5282,3685,3937,6592,2426,4641,8174,17218,4078,4161,7251,4054,4450,4607,2050,4317,3923,3967,7303,3910,4201,3574,3501,6224,8014,4624,1748,3971,
sub-52,3027,3970,3167,4500,2650,3560,2794,6610,4182,5741,2062,4769,5044,7586,9536,7999,2319,6693,1868,2501,3400,5850,6470,2594,4074,2948,4051,5554,2259,4092,8506,12451,6966,3867,6759,2009,2051,7645,3158,2349,8631,2691,7118,6637,6547,10097,3305,3490,2178,5361,4975,5143,6403,6939,4157,4412,3497,5106,5397,2089,3081,2948,2037,4594,2610,7622,4679,2236,4471,4533,3741,8339,4788,4379,3219,6711,2538,5666,8334,16459,2809,3290,7623,4447,4280,5212,2201,5183,4137,3247,6973,4682,4493,3254,3810,7124,8951,5770,2046,3810,
sub-53,3046,4814,3431,4360,2581,3722,3990,5643,3305,6067,2192,4171,4489,6095,7779,10144,3223,5868,1617,2263,2645,4386,4946,4112,4235,3440,3872,3939,1879,3549,8605,11958,5672,3851,5618,1465,1649,8632,4098,3693,9085,2756,6749,6119,5667,10255,3104,3128,1853,5242,4862,4608,8251,5801,3625,3576,3885,3854,5627,2138,3155,3594,1667,4390,1873,6695,6861,3100,2949,5015,3597,5808,4244,3836,3523,6462,2085,4897,7532,18169,2889,3423,7388,4113,4652,3268,1549,3745,3615,3112,9365,4921,5306,3298,3480,6308,8583,3349,1839,3989,
sub-992001,2381,3260,2892,3897,2727,2754,3142,5005,3090,4762,2080,3733,3558,5481,7066,7505,2734,5521,1669,2365,2377,3537,4369,2781,3242,2714,3563,4611,1762,2980,7034,9725,5055,3643,5324,1625,1472,5873,3426,3163,8710,2976,5613,5208,4791,7532,2200,2786,1704,4138,4076,4397,6458,5893,3388,3530,3251,3978,5167,1971,2611,2450,1324,4088,1899,6229,3130,2231,3355,3868,3580,4420,3762,3585,2811,5100,2269,4327,7574,13950,3249,3160,6213,4264,4068,2998,1446,3462,2993,3229,6381,3912,3622,3270,3150,6255,6921,3759,1614,3081,
sub-992002,2707,4017,3493,4587,2409,2639,4158,5968,3319,4829,1953,3996,3989,6779,8274,7629,1999,6398,1623,2474,2758,4240,5269,2739,3817,3130,4221,3662,2528,3900,8248,13234,7793,3830,6357,1471,1833,6977,4013,3799,9870,2709,6122,6285,6290,10368,3119,3706,1408,5059,5324,5497,7579,6978,3686,3496,3567,4105,5754,2175,3067,3194,1571,4588,2379,7008,4890,2348,2592,4723,3986,5608,4690,3279,2651,6131,2926,5249,8548,14681,2999,3905,6573,4084,4536,4587,1902,4443,3348,4416,8458,4905,5121,3588,3352,7061,8172,5100,1680,3661,
sub-992003,3000,4457,3621,4178,2850,3343,4257,5063,3776,6301,2351,5183,4783,7059,8267,9891,3741,6525,1887,3152,3044,4492,5578,4740,4393,3437,4101,7179,2335,4082,9853,14335,8191,4921,6876,2504,2141,8147,4619,4307,11158,3230,7882,6967,5966,10725,3342,4245,2326,6103,5473,7017,10106,7640,3368,4335,3449,4659,6568,2678,2752,2809,1231,4879,2309,7389,7386,2699,4329,5139,5138,5534,4382,3951,3369,6974,3191,5960,9292,15593,3852,4862,8838,5023,6422,4261,2096,5460,4112,4075,8755,5575,4609,4128,4372,8382,10070,4955,2425,4518,
sub-992004,2744,4253,3296,4683,2549,2966,3992,5931,3708,5237,2367,4174,3634,6431,7849,8725,2857,5786,1547,2498,2113,4532,5404,2998,3804,3953,4392,4650,2233,3692,7625,12773,8166,4695,5630,1934,2057,8113,3811,3155,9309,2670,7313,6728,7111,9482,2969,3975,1990,4694,5068,5167,7617,5975,3394,4011,4208,4625,5950,2423,2671,3272,1374,4332,1423,7173,5838,2638,2964,5019,2990,7049,4226,3676,3481,5848,2452,5198,8751,15292,2970,4279,8453,4228,5073,3545,1885,4014,4299,3100,8809,4431,5183,3210,3498,7545,9253,3727,1863,4189,
sub-992006,2809,3582,2779,4462,2228,2661,3017,4951,3461,4782,2176,3527,2978,5663,7667,7353,2160,5227,1815,2269,2553,3964,4787,2830,3650,3467,3404,4459,2095,3327,7598,13291,7255,3606,4888,2081,1647,8132,3481,3220,7326,2802,6177,6374,6267,9846,3217,2881,2157,4776,4527,5485,9022,5836,2944,3863,3053,4584,4793,2216,2643,2200,1298,3591,1933,7498,5347,2548,3264,4811,3445,4733,4288,3019,2917,6165,2799,5336,7360,13532,2975,3360,6812,3689,3550,3014,1490,4476,3734,2583,7273,3490,4444,3238,3568,6649,8343,4144,1967,2900,
sub-992007,3180,3949,2285,4347,2928,2744,3843,5423,3439,4211,1399,3043,3755,6027,7384,8821,1845,5536,1602,2100,2962,3783,5518,2367,2954,2407,4285,5577,1883,3681,6498,13034,6028,3508,4868,1564,1740,6593,3633,2692,8602,2107,5874,5941,6625,10284,2988,3613,1546,3859,4428,5218,8134,6950,3208,3202,3098,4136,4372,1456,2020,2503,1905,4516,1772,6424,5260,2116,4496,4168,2794,4600,6294,3127,1952,4922,2184,5333,6257,14283,3350,3471,6890,4035,5045,3965,1889,4167,3253,4708,6935,4005,4100,2861,3648,6466,9885,4769,1617,2999,
sub-992008,3116,5103,3591,5414,2670,2235,5448,6841,3658,5551,2200,5603,5023,7521,9028,10242,3560,7633,2292,2964,2829,5313,5391,3808,4681,3563,4530,5779,2772,3905,9303,15554,9261,5405,6711,2054,2455,8406,3444,3512,9428,3216,7861,7828,6612,11229,3716,3755,1922,5693,6432,7364,9219,7280,3871,4400,4183,5510,6289,2557,3464,3051,1712,5372,2376,8673,4927,2923,3274,5167,3418,6542,5383,3883,4258,8009,2970,5580,9564,17676,4420,4078,7468,5231,5037,5625,2639,4740,4053,4477,8104,4452,4533,3950,4165,8034,9784,5893,2412,4951,
